Annee,Governorate,Effectif_Ovin,Est_Femelle,Source
2023,Kébili,350.0,False,Répartition du cheptel selon les délégations - Gouvernorat de Kébili - RÉPARTITION DU CHEPTEL SELON .csv
2014,Ariana,4040.3225806451615,False,Répartition du cheptel -Gouvernorat de Ariana - Evolution du cheptel selon la race .csv
2014,Ariana,3595.8870967741937,False,Répartition du cheptel -Gouvernorat de Ariana - Evolution du cheptel selon la race .csv
2014,Ariana,10999.77822580645,False,Répartition du cheptel -Gouvernorat de Ariana - Evolution du cheptel selon la race .csv
2014,Ariana,5643.320564516129,False,Répartition du cheptel -Gouvernorat de Ariana - Evolution du cheptel selon la race .csv
2014,Ariana,0.0,False,Répartition du cheptel -Gouvernorat de Ariana - Evolution du cheptel selon la race .csv
2014,Ariana,770.6915322580645,False,Répartition du cheptel -Gouvernorat de Ariana - Evolution du cheptel selon la race .csv
2014,Ariana,25050.0,False,Répartition du cheptel -Gouvernorat de Ariana - Evolution du cheptel selon la race .csv
2015,Ariana,0.0,False,Répartition du cheptel -Gouvernorat de Ariana - Evolution du cheptel selon la race .csv
2015,Ariana,1500.0,False,Répartition du cheptel -Gouvernorat de Ariana - Evolution du cheptel selon la race .csv
2015,Ariana,3470.0,False,Répartition du cheptel -Gouvernorat de Ariana - Evolution du cheptel selon la race .csv
2015,Ariana,13000.0,False,Répartition du cheptel -Gouvernorat de Ariana - Evolution du cheptel selon la race .csv
2015,Ariana,5600.0,False,Répartition du cheptel -Gouvernorat de Ariana - Evolution du cheptel selon la race .csv
2015,Ariana,0.0,False,Répartition du cheptel -Gouvernorat de Ariana - Evolution du cheptel selon la race .csv
2015,Ariana,1030.0,False,Répartition du cheptel -Gouvernorat de Ariana - Evolution du cheptel selon la race .csv
2015,Ariana,24600.0,False,Répartition du cheptel -Gouvernorat de Ariana - Evolution du cheptel selon la race .csv
2016,Ariana,0.0,False,Répartition du cheptel -Gouvernorat de Ariana - Evolution du cheptel selon la race .csv
2016,Ariana,1840.0,False,Répartition du cheptel -Gouvernorat de Ariana - Evolution du cheptel selon la race .csv
2016,Ariana,2450.0,False,Répartition du cheptel -Gouvernorat de Ariana - Evolution du cheptel selon la race .csv
2016,Ariana,13960.0,False,Répartition du cheptel -Gouvernorat de Ariana - Evolution du cheptel selon la race .csv
2016,Ariana,5290.0,False,Répartition du cheptel -Gouvernorat de Ariana - Evolution du cheptel selon la race .csv
2016,Ariana,0.0,False,Répartition du cheptel -Gouvernorat de Ariana - Evolution du cheptel selon la race .csv
2016,Ariana,1360.0,False,Répartition du cheptel -Gouvernorat de Ariana - Evolution du cheptel selon la race .csv
2016,Ariana,24900.0,False,Répartition du cheptel -Gouvernorat de Ariana - Evolution du cheptel selon la race .csv
